UTC Time at End of Hour,Demand (MW),Demand (MW) (Adjusted),Net Generation (MW),Total Interchange (MW)
2024-02-13 21:00:00+00:00,69983.0,69983.0,66701.0,-4711.0
2024-02-13 22:00:00+00:00,69696.0,69696.0,65819.0,-5330.0
2024-02-13 23:00:00+00:00,70791.0,70791.0,67415.0,-4934.0
2024-02-14 00:00:00+00:00,73056.0,73056.0,69690.0,-5044.0
2024-02-14 01:00:00+00:00,75354.0,75354.0,72286.0,-4675.0
2024-02-14 02:00:00+00:00,75219.0,75219.0,72857.0,-3946.0
2024-02-14 03:00:00+00:00,74316.0,74316.0,72467.0,-3467.0
2024-02-14 04:00:00+00:00,72699.0,72699.0,71088.0,-3120.0
2024-02-14 05:00:00+00:00,70592.0,70592.0,69056.0,-3014.0
2024-02-14 06:00:00+00:00,68442.0,68442.0,67574.0,-2260.0
2024-02-14 07:00:00+00:00,67173.0,67173.0,66508.0,-2085.0
2024-02-14 08:00:00+00:00,66808.0,66808.0,66170.0,-2094.0
2024-02-14 09:00:00+00:00,66385.0,66385.0,65856.0,-2098.0
2024-02-14 10:00:00+00:00,66811.0,66811.0,66489.0,-1933.0
2024-02-14 11:00:00+00:00,68421.0,68421.0,68598.0,-1571.0
2024-02-14 12:00:00+00:00,72793.0,72793.0,73046.0,-1659.0
2024-02-14 13:00:00+00:00,78297.0,78297.0,78201.0,-2117.0
2024-02-14 14:00:00+00:00,80009.0,80009.0,80269.0,-1675.0
2024-02-14 15:00:00+00:00,77709.0,77709.0,76247.0,-3333.0
2024-02-14 16:00:00+00:00,75001.0,75001.0,73373.0,-3114.0
2024-02-14 17:00:00+00:00,72982.0,72982.0,70740.0,-3736.0
2024-02-14 18:00:00+00:00,71237.0,71237.0,69158.0,-3518.0
2024-02-14 19:00:00+00:00,69912.0,69912.0,68359.0,-3255.0
2024-02-14 20:00:00+00:00,69066.0,69066.0,67240.0,-3627.0
2024-02-14 21:00:00+00:00,68554.0,68554.0,67098.0,-3291.0
2024-02-14 22:00:00+00:00,68409.0,68409.0,67399.0,-2965.0
2024-02-14 23:00:00+00:00,69219.0,69219.0,69124.0,-2242.0
2024-02-15 00:00:00+00:00,71581.0,71581.0,71272.0,-2513.0
2024-02-15 01:00:00+00:00,73386.0,73386.0,73778.0,-1997.0
2024-02-15 02:00:00+00:00,72895.0,72895.0,72991.0,-2327.0
2024-02-15 03:00:00+00:00,71905.0,71905.0,72212.0,-2153.0
2024-02-15 04:00:00+00:00,70333.0,70333.0,70539.0,-2226.0
2024-02-15 05:00:00+00:00,67905.0,67905.0,68376.0,-1804.0
2024-02-15 06:00:00+00:00,66468.0,66468.0,66614.0,-2328.0
2024-02-15 07:00:00+00:00,65264.0,65264.0,65847.0,-1678.0
2024-02-15 08:00:00+00:00,64462.0,64462.0,64546.0,-2340.0
2024-02-15 09:00:00+00:00,64351.0,64351.0,64546.0,-1978.0
2024-02-15 10:00:00+00:00,64883.0,64883.0,65484.0,-1724.0
2024-02-15 11:00:00+00:00,65907.0,65907.0,66939.0,-1299.0
2024-02-15 12:00:00+00:00,69437.0,69437.0,71153.0,-679.0
2024-02-15 13:00:00+00:00,74284.0,74284.0,75697.0,-1160.0
2024-02-15 14:00:00+00:00,76723.0,76723.0,77087.0,-2155.0
2024-02-15 15:00:00+00:00,76494.0,76494.0,74264.0,-4346.0
2024-02-15 16:00:00+00:00,75330.0,75330.0,72105.0,-5382.0
2024-02-15 17:00:00+00:00,74332.0,74332.0,70683.0,-5547.0
2024-02-15 18:00:00+00:00,73017.0,73017.0,69672.0,-5211.0
2024-02-15 19:00:00+00:00,71766.0,71766.0,67771.0,-5877.0
2024-02-15 20:00:00+00:00,70964.0,70964.0,66958.0,-5810.0
2024-02-15 21:00:00+00:00,69927.0,69927.0,65852.0,-5814.0
2024-02-15 22:00:00+00:00,69585.0,69585.0,65791.0,-5327.0
2024-02-15 23:00:00+00:00,70520.0,70520.0,66978.0,-5132.0
2024-02-16 00:00:00+00:00,72993.0,72993.0,69299.0,-5343.0
2024-02-16 01:00:00+00:00,75460.0,75460.0,71552.0,-5592.0
2024-02-16 02:00:00+00:00,75104.0,75104.0,71181.0,-5538.0
2024-02-16 03:00:00+00:00,73950.0,73950.0,70678.0,-4832.0
2024-02-16 04:00:00+00:00,71818.0,71818.0,67719.0,-5642.0
2024-02-16 05:00:00+00:00,69106.0,69106.0,65825.0,-4705.0
2024-02-16 06:00:00+00:00,67266.0,67266.0,63534.0,-5524.0
2024-02-16 07:00:00+00:00,66316.0,66316.0,61648.0,-6243.0
2024-02-16 08:00:00+00:00,65551.0,65551.0,61400.0,-5582.0
2024-02-16 09:00:00+00:00,64926.0,64926.0,60641.0,-5734.0
2024-02-16 10:00:00+00:00,65120.0,65120.0,60814.0,-5815.0
2024-02-16 11:00:00+00:00,66832.0,66832.0,62845.0,-5402.0
2024-02-16 12:00:00+00:00,69530.0,69530.0,65599.0,-5566.0
2024-02-16 13:00:00+00:00,73725.0,73725.0,69177.0,-6196.0
2024-02-16 14:00:00+00:00,76108.0,76108.0,71833.0,-5918.0
2024-02-16 15:00:00+00:00,76995.0,76995.0,73135.0,-5503.0
2024-02-16 16:00:00+00:00,77522.0,77522.0,74689.0,-4568.0
2024-02-16 17:00:00+00:00,77381.0,77381.0,74809.0,-4289.0
2024-02-16 18:00:00+00:00,76954.0,76954.0,74797.0,-4034.0
2024-02-16 19:00:00+00:00,76411.0,76411.0,73253.0,-4959.0
2024-02-16 20:00:00+00:00,75923.0,75923.0,73537.0,-4251.0
2024-02-16 21:00:00+00:00,75318.0,75318.0,73337.0,-4068.0
2024-02-16 22:00:00+00:00,75066.0,75066.0,73893.0,-3419.0
2024-02-16 23:00:00+00:00,75746.0,75746.0,75096.0,-3044.0
2024-02-17 00:00:00+00:00,77156.0,77156.0,76576.0,-3097.0
2024-02-17 01:00:00+00:00,78393.0,78393.0,77711.0,-3246.0
2024-02-17 02:00:00+00:00,77609.0,77609.0,77302.0,-2820.0
2024-02-17 03:00:00+00:00,76467.0,76467.0,76719.0,-2238.0
2024-02-17 04:00:00+00:00,74503.0,74503.0,74654.0,-2394.0
2024-02-17 05:00:00+00:00,72296.0,72296.0,72193.0,-2400.0
2024-02-17 06:00:00+00:00,70955.0,70955.0,72010.0,-1100.0
2024-02-17 07:00:00+00:00,69820.0,69820.0,71236.0,-813.0
2024-02-17 08:00:00+00:00,69149.0,69149.0,69746.0,-1537.0
2024-02-17 09:00:00+00:00,68738.0,68738.0,69238.0,-1598.0
2024-02-17 10:00:00+00:00,68628.0,68628.0,68834.0,-1834.0
2024-02-17 11:00:00+00:00,69035.0,69035.0,69471.0,-1602.0
2024-02-17 12:00:00+00:00,70864.0,70864.0,71570.0,-1305.0
2024-02-17 13:00:00+00:00,73431.0,73431.0,73851.0,-1700.0
2024-02-17 14:00:00+00:00,75466.0,75466.0,75296.0,-2388.0
2024-02-17 15:00:00+00:00,77028.0,77028.0,76116.0,-2784.0
2024-02-17 16:00:00+00:00,77561.0,77561.0,77076.0,-2377.0
2024-02-17 17:00:00+00:00,77217.0,77217.0,77642.0,-1477.0
2024-02-17 18:00:00+00:00,76329.0,76329.0,77785.0,-575.0
2024-02-17 19:00:00+00:00,75433.0,75433.0,77564.0,-62.0
2024-02-17 20:00:00+00:00,74315.0,74315.0,76530.0,-20.0
2024-02-17 21:00:00+00:00,73589.0,73589.0,75798.0,47.0
2024-02-17 22:00:00+00:00,73475.0,73475.0,75600.0,-169.0
2024-02-17 23:00:00+00:00,74828.0,74828.0,77058.0,-179.0
2024-02-18 00:00:00+00:00,77986.0,77986.0,80179.0,-430.0
2024-02-18 01:00:00+00:00,80391.0,80391.0,82307.0,-728.0
2024-02-18 02:00:00+00:00,80286.0,80286.0,82088.0,-784.0
2024-02-18 03:00:00+00:00,79181.0,79181.0,80699.0,-1055.0
2024-02-18 04:00:00+00:00,77509.0,77509.0,78582.0,-1317.0
2024-02-18 05:00:00+00:00,75489.0,75489.0,76784.0,-1087.0
2024-02-18 06:00:00+00:00,73598.0,73598.0,74883.0,-1170.0
2024-02-18 07:00:00+00:00,72491.0,72491.0,74261.0,-440.0
2024-02-18 08:00:00+00:00,71579.0,71579.0,73727.0,-151.0
2024-02-18 09:00:00+00:00,71231.0,71231.0,73483.0,-23.0
2024-02-18 10:00:00+00:00,71359.0,71359.0,73576.0,-25.0
2024-02-18 11:00:00+00:00,71953.0,71953.0,74163.0,-25.0
2024-02-18 12:00:00+00:00,73410.0,73410.0,75054.0,-689.0
2024-02-18 13:00:00+00:00,75309.0,75309.0,76156.0,-1436.0
2024-02-18 14:00:00+00:00,76409.0,76409.0,76788.0,-1964.0
2024-02-18 15:00:00+00:00,76452.0,76452.0,75347.0,-3268.0
2024-02-18 16:00:00+00:00,75150.0,75150.0,72738.0,-4155.0
2024-02-18 17:00:00+00:00,73189.0,73189.0,70576.0,-4178.0
2024-02-18 18:00:00+00:00,71386.0,71386.0,68462.0,-4451.0
2024-02-18 19:00:00+00:00,69700.0,69700.0,65641.0,-5495.0
2024-02-18 20:00:00+00:00,67634.0,67634.0,63875.0,-5002.0
2024-02-18 21:00:00+00:00,66043.0,66043.0,62680.0,-4509.0
2024-02-18 22:00:00+00:00,65686.0,65686.0,62444.0,-4344.0
2024-02-18 23:00:00+00:00,67372.0,67372.0,64081.0,-4600.0
2024-02-19 00:00:00+00:00,70978.0,70978.0,67807.0,-4606.0
2024-02-19 01:00:00+00:00,74440.0,74440.0,71772.0,-4197.0
2024-02-19 02:00:00+00:00,74908.0,74908.0,72164.0,-4272.0
2024-02-19 03:00:00+00:00,74488.0,74488.0,71585.0,-4389.0
2024-02-19 04:00:00+00:00,73185.0,73185.0,70391.0,-4277.0
2024-02-19 05:00:00+00:00,71435.0,71435.0,68603.0,-4173.0
2024-02-19 06:00:00+00:00,70038.0,70038.0,67429.0,-4093.0
2024-02-19 07:00:00+00:00,69835.0,69835.0,66681.0,-4554.0
2024-02-19 08:00:00+00:00,70103.0,70103.0,67438.0,-4092.0
2024-02-19 09:00:00+00:00,70647.0,70647.0,68556.0,-3701.0
2024-02-19 10:00:00+00:00,71564.0,71564.0,69925.0,-3380.0
2024-02-19 11:00:00+00:00,73384.0,73384.0,72539.0,-2593.0
2024-02-19 12:00:00+00:00,77468.0,77468.0,77768.0,-1860.0
2024-02-19 13:00:00+00:00,82312.0,82312.0,81673.0,-3061.0
2024-02-19 14:00:00+00:00,84237.0,84237.0,83482.0,-3145.0
2024-02-19 15:00:00+00:00,82440.0,82440.0,80541.0,-4200.0
2024-02-19 16:00:00+00:00,79573.0,79573.0,76602.0,-4776.0
2024-02-19 17:00:00+00:00,76599.0,76599.0,73046.0,-4904.0
2024-02-19 18:00:00+00:00,74226.0,74226.0,71403.0,-4180.0
2024-02-19 19:00:00+00:00,72267.0,72267.0,69774.0,-4046.0
2024-02-19 20:00:00+00:00,70856.0,70856.0,68173.0,-4289.0
2024-02-19 21:00:00+00:00,69225.0,69225.0,67029.0,-3842.0
2024-02-19 22:00:00+00:00,68699.0,68699.0,66720.0,-3624.0
2024-02-19 23:00:00+00:00,70028.0,70028.0,68950.0,-2838.0
2024-02-20 00:00:00+00:00,72634.0,72634.0,71115.0,-3374.0
2024-02-20 01:00:00+00:00,75864.0,75864.0,74166.0,-3398.0
2024-02-20 02:00:00+00:00,75776.0,75776.0,75021.0,-2766.0
2024-02-20 03:00:00+00:00,74772.0,74772.0,74770.0,-1996.0
2024-02-20 04:00:00+00:00,72797.0,72797.0,73060.0,-1651.0
2024-02-20 05:00:00+00:00,70497.0,70497.0,70683.0,-1644.0
2024-02-20 06:00:00+00:00,69071.0,69071.0,69815.0,-1117.0
2024-02-20 07:00:00+00:00,68074.0,68074.0,68576.0,-1225.0
2024-02-20 08:00:00+00:00,67557.0,67557.0,68206.0,-992.0
2024-02-20 09:00:00+00:00,67746.0,67746.0,68072.0,-1443.0
2024-02-20 10:00:00+00:00,68047.0,68047.0,68714.0,-911.0
2024-02-20 11:00:00+00:00,69756.0,69756.0,71041.0,-396.0
2024-02-20 12:00:00+00:00,73801.0,73801.0,75401.0,-238.0
2024-02-20 13:00:00+00:00,79020.0,79020.0,79609.0,-1434.0
2024-02-20 14:00:00+00:00,80337.0,80337.0,79140.0,-3068.0
2024-02-20 15:00:00+00:00,77466.0,77466.0,74100.0,-5056.0
2024-02-20 16:00:00+00:00,74016.0,74016.0,69222.0,-6005.0
2024-02-20 17:00:00+00:00,71305.0,71305.0,66304.0,-6156.0
2024-02-20 18:00:00+00:00,69471.0,69471.0,64073.0,-6358.0
2024-02-20 19:00:00+00:00,68257.0,68257.0,63541.0,-5665.0
2024-02-20 20:00:00+00:00,67491.0,67491.0,62805.0,-5725.0
2024-02-20 21:00:00+00:00,66532.0,66532.0,62073.0,-5484.0
2024-02-20 22:00:00+00:00,66278.0,66278.0,62882.0,-4514.0
2024-02-20 23:00:00+00:00,67563.0,67563.0,64277.0,-4530.0
2024-02-21 00:00:00+00:00,69826.0,69826.0,66683.0,-4456.0
2024-02-21 01:00:00+00:00,72165.0,72165.0,70071.0,-3592.0
2024-02-21 02:00:00+00:00,71940.0,71940.0,70306.0,-3313.0
2024-02-21 03:00:00+00:00,70679.0,70679.0,70185.0,-2349.0
2024-02-21 04:00:00+00:00,68516.0,68516.0,68962.0,-1407.0
2024-02-21 05:00:00+00:00,66441.0,66441.0,66291.0,-2113.0
2024-02-21 06:00:00+00:00,64645.0,64645.0,64323.0,-2014.0
2024-02-21 07:00:00+00:00,63222.0,63222.0,63785.0,-1076.0
2024-02-21 08:00:00+00:00,62457.0,62457.0,62994.0,-1171.0
2024-02-21 09:00:00+00:00,62237.0,62237.0,62212.0,-1694.0
2024-02-21 10:00:00+00:00,62833.0,62833.0,62649.0,-1826.0
2024-02-21 11:00:00+00:00,63703.0,63703.0,63142.0,-2175.0
2024-02-21 12:00:00+00:00,67773.0,67773.0,67169.0,-2327.0
2024-02-21 13:00:00+00:00,72859.0,72859.0,72097.0,-2675.0
2024-02-21 14:00:00+00:00,74772.0,74772.0,71939.0,-4657.0
2024-02-21 15:00:00+00:00,73123.0,73123.0,68356.0,-6504.0
2024-02-21 16:00:00+00:00,71092.0,71092.0,65188.0,-7406.0
2024-02-21 17:00:00+00:00,69539.0,69539.0,63813.0,-7047.0
2024-02-21 18:00:00+00:00,68357.0,68357.0,63020.0,-6540.0
2024-02-21 19:00:00+00:00,67658.0,67658.0,62284.0,-6587.0
2024-02-21 20:00:00+00:00,67313.0,67313.0,61652.0,-6985.0
2024-02-21 21:00:00+00:00,66715.0,66715.0,60489.0,-7496.0
2024-02-21 22:00:00+00:00,66533.0,66533.0,60499.0,-7236.0
2024-02-21 23:00:00+00:00,67521.0,67521.0,62382.0,-6385.0
2024-02-22 00:00:00+00:00,69214.0,69214.0,64608.0,-5846.0
2024-02-22 01:00:00+00:00,70997.0,70997.0,67131.0,-5203.0
2024-02-22 02:00:00+00:00,70291.0,70291.0,66957.0,-4772.0
2024-02-22 03:00:00+00:00,68939.0,68939.0,65923.0,-4278.0
2024-02-22 04:00:00+00:00,66873.0,66873.0,63780.0,-4392.0
2024-02-22 05:00:00+00:00,64204.0,64204.0,61023.0,-4235.0
2024-02-22 06:00:00+00:00,61538.0,61538.0,59558.0,-3151.0
2024-02-22 07:00:00+00:00,60038.0,60038.0,58537.0,-2663.0
2024-02-22 08:00:00+00:00,59283.0,59283.0,57597.0,-2845.0
2024-02-22 09:00:00+00:00,58873.0,58873.0,57320.0,-2761.0
2024-02-22 10:00:00+00:00,59177.0,59177.0,57746.0,-2552.0
2024-02-22 11:00:00+00:00,59868.0,59868.0,59064.0,-2070.0
2024-02-22 12:00:00+00:00,63270.0,63270.0,61956.0,-2889.0
2024-02-22 13:00:00+00:00,68328.0,68328.0,67539.0,-2485.0
2024-02-22 14:00:00+00:00,70369.0,70369.0,68989.0,-3182.0
2024-02-22 15:00:00+00:00,70251.0,70251.0,68027.0,-3859.0
2024-02-22 16:00:00+00:00,69485.0,69485.0,66892.0,-3974.0
2024-02-22 17:00:00+00:00,69011.0,69011.0,65771.0,-4477.0
2024-02-22 18:00:00+00:00,68402.0,68402.0,65481.0,-4139.0
2024-02-22 19:00:00+00:00,68092.0,68092.0,66323.0,-3079.0
2024-02-22 20:00:00+00:00,67533.0,67533.0,66605.0,-2581.0
2024-02-22 21:00:00+00:00,66511.0,66511.0,66155.0,-2393.0
2024-02-22 22:00:00+00:00,66133.0,66133.0,66308.0,-1915.0
2024-02-22 23:00:00+00:00,67074.0,67074.0,67750.0,-1572.0
2024-02-23 00:00:00+00:00,68911.0,68911.0,68859.0,-2320.0
2024-02-23 01:00:00+00:00,70839.0,70839.0,70964.0,-2135.0
2024-02-23 02:00:00+00:00,70476.0,70476.0,71198.0,-1567.0
2024-02-23 03:00:00+00:00,69161.0,69161.0,70835.0,-709.0
2024-02-23 04:00:00+00:00,67039.0,67039.0,68512.0,-741.0
2024-02-23 05:00:00+00:00,65033.0,65033.0,66060.0,-1093.0
2024-02-23 06:00:00+00:00,62989.0,62989.0,62464.0,-2748.0
2024-02-23 07:00:00+00:00,61497.0,61497.0,59594.0,-3679.0
2024-02-23 08:00:00+00:00,60673.0,60673.0,58656.0,-3840.0
2024-02-23 09:00:00+00:00,60435.0,60435.0,58231.0,-4066.0
2024-02-23 10:00:00+00:00,60526.0,60526.0,58550.0,-3802.0
2024-02-23 11:00:00+00:00,61489.0,61489.0,60070.0,-3267.0
2024-02-23 12:00:00+00:00,64870.0,64870.0,63636.0,-3511.0
2024-02-23 13:00:00+00:00,69444.0,69444.0,67241.0,-4575.0
2024-02-23 14:00:00+00:00,71544.0,71544.0,69152.0,-4447.0
2024-02-23 15:00:00+00:00,71094.0,71094.0,68585.0,-4339.0
2024-02-23 16:00:00+00:00,70285.0,70285.0,67951.0,-3971.0
2024-02-23 17:00:00+00:00,69723.0,69723.0,68350.0,-3201.0
2024-02-23 18:00:00+00:00,68822.0,68822.0,67640.0,-3052.0
2024-02-23 19:00:00+00:00,68485.0,68485.0,67482.0,-3076.0
2024-02-23 20:00:00+00:00,68272.0,68272.0,66939.0,-3477.0
2024-02-23 21:00:00+00:00,67689.0,67689.0,66531.0,-3376.0
2024-02-23 22:00:00+00:00,67529.0,67529.0,66535.0,-3259.0
2024-02-23 23:00:00+00:00,68304.0,68304.0,67302.0,-3311.0
2024-02-24 00:00:00+00:00,69758.0,69758.0,68109.0,-3923.0
2024-02-24 01:00:00+00:00,70930.0,70930.0,68622.0,-4469.0
2024-02-24 02:00:00+00:00,70453.0,70453.0,68025.0,-4559.0
2024-02-24 03:00:00+00:00,69291.0,69291.0,66960.0,-4412.0
2024-02-24 04:00:00+00:00,67440.0,67440.0,65093.0,-4294.0
2024-02-24 05:00:00+00:00,65288.0,65288.0,63094.0,-3954.0
2024-02-24 06:00:00+00:00,63641.0,63641.0,61011.0,-4405.0
2024-02-24 07:00:00+00:00,62650.0,62650.0,60366.0,-3788.0
2024-02-24 08:00:00+00:00,61915.0,61915.0,59772.0,-3609.0
2024-02-24 09:00:00+00:00,61617.0,61617.0,59079.0,-3989.0
2024-02-24 10:00:00+00:00,61646.0,61646.0,59235.0,-3887.0
2024-02-24 11:00:00+00:00,62336.0,62336.0,60060.0,-3740.0
2024-02-24 12:00:00+00:00,64336.0,64336.0,62250.0,-3718.0
2024-02-24 13:00:00+00:00,66801.0,66801.0,65320.0,-3262.0
2024-02-24 14:00:00+00:00,68655.0,68655.0,67811.0,-2760.0
2024-02-24 15:00:00+00:00,69013.0,69013.0,69408.0,-1710.0
2024-02-24 16:00:00+00:00,68316.0,68316.0,68859.0,-1669.0
2024-02-24 17:00:00+00:00,67307.0,67307.0,67628.0,-1618.0
2024-02-24 18:00:00+00:00,65900.0,65900.0,66175.0,-1640.0
2024-02-24 19:00:00+00:00,64642.0,64642.0,64931.0,-1525.0
2024-02-24 20:00:00+00:00,63478.0,63478.0,64156.0,-1263.0
2024-02-24 21:00:00+00:00,62802.0,62802.0,63299.0,-1449.0
2024-02-24 22:00:00+00:00,62832.0,62832.0,63973.0,-845.0
2024-02-24 23:00:00+00:00,64091.0,64091.0,65975.0,-286.0
2024-02-25 00:00:00+00:00,66691.0,66691.0,68139.0,-854.0
2024-02-25 01:00:00+00:00,69063.0,69063.0,70174.0,-1129.0
2024-02-25 02:00:00+00:00,68928.0,68928.0,70783.0,-662.0
2024-02-25 03:00:00+00:00,68005.0,68005.0,70389.0,80.0
2024-02-25 04:00:00+00:00,66563.0,66563.0,68536.0,-249.0
2024-02-25 05:00:00+00:00,64785.0,64785.0,67055.0,99.0
2024-02-25 06:00:00+00:00,63607.0,63607.0,65870.0,141.0
2024-02-25 07:00:00+00:00,62738.0,62738.0,64757.0,-218.0
2024-02-25 08:00:00+00:00,61786.0,61786.0,63629.0,-324.0
2024-02-25 09:00:00+00:00,61357.0,61357.0,63379.0,-84.0
2024-02-25 10:00:00+00:00,61531.0,61531.0,63787.0,228.0
2024-02-25 11:00:00+00:00,61179.0,61179.0,63794.0,505.0
2024-02-25 12:00:00+00:00,62180.0,62180.0,64637.0,307.0
2024-02-25 13:00:00+00:00,63973.0,63973.0,65253.0,-869.0
2024-02-25 14:00:00+00:00,65379.0,65379.0,65684.0,-1699.0
2024-02-25 15:00:00+00:00,65186.0,65186.0,63121.0,-3706.0
2024-02-25 16:00:00+00:00,63968.0,63968.0,61311.0,-3850.0
2024-02-25 17:00:00+00:00,62600.0,62600.0,60257.0,-3357.0
2024-02-25 18:00:00+00:00,61692.0,61692.0,58757.0,-3875.0
2024-02-25 19:00:00+00:00,61150.0,61150.0,58238.0,-3886.0
2024-02-25 20:00:00+00:00,60654.0,60654.0,57574.0,-4024.0
2024-02-25 21:00:00+00:00,60454.0,60454.0,57953.0,-3400.0
2024-02-25 22:00:00+00:00,61282.0,61282.0,58889.0,-3220.0
2024-02-25 23:00:00+00:00,62887.0,62887.0,61429.0,-2631.0
2024-02-26 00:00:00+00:00,65045.0,65045.0,63258.0,-3015.0
2024-02-26 01:00:00+00:00,67444.0,67444.0,65880.0,-2825.0
2024-02-26 02:00:00+00:00,67247.0,67247.0,66024.0,-2587.0
2024-02-26 03:00:00+00:00,65913.0,65913.0,65612.0,-1761.0
2024-02-26 04:00:00+00:00,63667.0,63667.0,63880.0,-1459.0
2024-02-26 05:00:00+00:00,61553.0,61553.0,61703.0,-1592.0
2024-02-26 06:00:00+00:00,60294.0,60294.0,61019.0,-1094.0
2024-02-26 07:00:00+00:00,59495.0,59495.0,60594.0,-781.0
2024-02-26 08:00:00+00:00,58790.0,58790.0,59548.0,-1212.0
2024-02-26 09:00:00+00:00,58791.0,58791.0,59295.0,-1344.0
2024-02-26 10:00:00+00:00,59572.0,59572.0,60699.0,-888.0
2024-02-26 11:00:00+00:00,60828.0,60828.0,62260.0,-623.0
2024-02-26 12:00:00+00:00,65002.0,65002.0,66641.0,-678.0
2024-02-26 13:00:00+00:00,70117.0,70117.0,71079.0,-1478.0
2024-02-26 14:00:00+00:00,71725.0,71725.0,72006.0,-2202.0
2024-02-26 15:00:00+00:00,70595.0,70595.0,70138.0,-2559.0
2024-02-26 16:00:00+00:00,69275.0,69275.0,69228.0,-1818.0
2024-02-26 17:00:00+00:00,68326.0,68326.0,68764.0,-1347.0
2024-02-26 18:00:00+00:00,67776.0,67776.0,67901.0,-1526.0
2024-02-26 19:00:00+00:00,67665.0,67665.0,67427.0,-1923.0
2024-02-26 20:00:00+00:00,67517.0,67517.0,67033.0,-2225.0
2024-02-26 21:00:00+00:00,67033.0,67033.0,66460.0,-2435.0
2024-02-26 22:00:00+00:00,67116.0,67116.0,66463.0,-2283.0
2024-02-26 23:00:00+00:00,67909.0,67909.0,67219.0,-2266.0
2024-02-27 00:00:00+00:00,69410.0,69410.0,67848.0,-3188.0
2024-02-27 01:00:00+00:00,71403.0,71403.0,69087.0,-3891.0
2024-02-27 02:00:00+00:00,70809.0,70809.0,68345.0,-4021.0
2024-02-27 03:00:00+00:00,69055.0,69055.0,66361.0,-4187.0
2024-02-27 04:00:00+00:00,66922.0,66922.0,63927.0,-4448.0
2024-02-27 05:00:00+00:00,64352.0,64352.0,61607.0,-3929.0
2024-02-27 06:00:00+00:00,61893.0,61893.0,59400.0,-4123.0
2024-02-27 07:00:00+00:00,60183.0,60183.0,56499.0,-5094.0
2024-02-27 08:00:00+00:00,58917.0,58917.0,55786.0,-4434.0
2024-02-27 09:00:00+00:00,58153.0,58153.0,55575.0,-4067.0
2024-02-27 10:00:00+00:00,58306.0,58306.0,55565.0,-4329.0
2024-02-27 11:00:00+00:00,59003.0,59003.0,56611.0,-4081.0
2024-02-27 12:00:00+00:00,62025.0,62025.0,60581.0,-3271.0
2024-02-27 13:00:00+00:00,66632.0,66632.0,65003.0,-3636.0
2024-02-27 14:00:00+00:00,68467.0,68467.0,67169.0,-3224.0
2024-02-27 15:00:00+00:00,68465.0,68465.0,66727.0,-3755.0
2024-02-27 16:00:00+00:00,68665.0,68665.0,66547.0,-3908.0
2024-02-27 17:00:00+00:00,68934.0,68934.0,66896.0,-3867.0
2024-02-27 18:00:00+00:00,69268.0,69268.0,67966.0,-3236.0
2024-02-27 19:00:00+00:00,69886.0,69886.0,68731.0,-2907.0
2024-02-27 20:00:00+00:00,70485.0,70485.0,70362.0,-1918.0
2024-02-27 21:00:00+00:00,70533.0,70533.0,70717.0,-1840.0
2024-02-27 22:00:00+00:00,70628.0,70628.0,71008.0,-1611.0
2024-02-27 23:00:00+00:00,71091.0,71091.0,71314.0,-2048.0
2024-02-28 00:00:00+00:00,72014.0,72014.0,72236.0,-2034.0
2024-02-28 01:00:00+00:00,73726.0,73726.0,73619.0,-2403.0
2024-02-28 02:00:00+00:00,73233.0,73233.0,72412.0,-2993.0
2024-02-28 03:00:00+00:00,71323.0,71323.0,70845.0,-2458.0
2024-02-28 04:00:00+00:00,69161.0,69161.0,68343.0,-2769.0
2024-02-28 05:00:00+00:00,66816.0,66816.0,66364.0,-2295.0
2024-02-28 06:00:00+00:00,64418.0,64418.0,63054.0,-3468.0
2024-02-28 07:00:00+00:00,62665.0,62665.0,59766.0,-4683.0
2024-02-28 08:00:00+00:00,61765.0,61765.0,58977.0,-4405.0
2024-02-28 09:00:00+00:00,61115.0,61115.0,58488.0,-4264.0
2024-02-28 10:00:00+00:00,61618.0,61618.0,59020.0,-4210.0
2024-02-28 11:00:00+00:00,62906.0,62906.0,60574.0,-3976.0
2024-02-28 12:00:00+00:00,66321.0,66321.0,64379.0,-3727.0
2024-02-28 13:00:00+00:00,71469.0,71469.0,68444.0,-4841.0
2024-02-28 14:00:00+00:00,74192.0,74192.0,71031.0,-4854.0
2024-02-28 15:00:00+00:00,74631.0,74631.0,71397.0,-4653.0
2024-02-28 16:00:00+00:00,74684.0,74684.0,72079.0,-3996.0
2024-02-28 17:00:00+00:00,74862.0,74862.0,72440.0,-3893.0
2024-02-28 18:00:00+00:00,74724.0,74724.0,72458.0,-3715.0
2024-02-28 19:00:00+00:00,74189.0,74189.0,72212.0,-3454.0
2024-02-28 20:00:00+00:00,73410.0,73410.0,71473.0,-3544.0
2024-02-28 21:00:00+00:00,72638.0,72638.0,70311.0,-3906.0
2024-02-28 22:00:00+00:00,72309.0,72309.0,69760.0,-4098.0
2024-02-28 23:00:00+00:00,73487.0,73487.0,70679.0,-4368.0
2024-02-29 00:00:00+00:00,75780.0,75780.0,72876.0,-4542.0
2024-02-29 01:00:00+00:00,78615.0,78615.0,74801.0,-5474.0
2024-02-29 02:00:00+00:00,78540.0,78540.0,74350.0,-5802.0
2024-02-29 03:00:00+00:00,77490.0,77490.0,73605.0,-5448.0
2024-02-29 04:00:00+00:00,75068.0,75068.0,70721.0,-5916.0
