event_id,parent_system_id,primary_hazard,secondary_hazards,source_event_ids,compound,event_disposition,record_id,county_fips,boundary_vintage,scenario_id,window_start_utc,window_end_utc,record_disposition,mode,weather_coverage,weather_evidence_kind,weather_observation_kind,weather_expected_samples,weather_observed_samples,weather_missing_timestamps,weather_event_report,outage_coverage,outage_evidence_kind,outage_observation_kind,outage_expected_samples,outage_observed_samples,outage_missing_timestamps,outage_event_report,matched_coverage_decision,label_rule_version,label_status,observed_outage_customers,customer_denominator_status,customer_denominator,outage_rate,positive,provenance_receipt_ids,source_evidence_status,source_row_keys,source_slices,uncertainties,exclusions
calendar-control-mn-2021-spring-01,calendar-control-mn-2021-spring-01,ordinary_weather,[],[],false,candidate_only,ctrl-calendar-2137cf52881a6e60,27053,pending-catalog-contract,control-mn-2021-spring-01,2021-04-07T00:00:00Z,2021-04-07T06:00:00Z,candidate_only,replay,uncovered,not_assessed,not_applicable,,,[],null,covered,time_series_or_grid,observed,24,24,[],null,unavailable,county_outage_5pct_v1,unavailable,,unavailable,,,,"[""ncei-stormevents-index"",""nws-mpx-events-archive"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000""]",available,"[""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 00:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 00:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 00:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 00:45:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 01:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 01:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 01:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 01:45:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 02:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 02:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 02:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 02:45:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 03:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 03:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 03:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 03:45:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 04:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 04:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 04:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 04:45:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 05:00:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 05:15:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 05:30:00"",""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000:27053|2021-04-07 05:45:00""]","[{""county_fips"":""27053"",""end_utc"":""2021-04-07T06:00:00Z"",""receipt_id"":""eaglei-2021-42547891-calendar-control-mn-2021-spring-01-27053-20210407t000000"",""start_utc"":""2021-04-07T00:00:00Z""}]","[""Frame-limited Hennepin calendar candidate; not representative across regions."",""Outage scan is complete, but weather coverage remains unmatched; this candidate is not accepted.""]",[]
calendar-control-mn-2021-summer-01,calendar-control-mn-2021-summer-01,ordinary_weather,[],[],false,candidate_only,ctrl-calendar-8fc17225db319ad0,27053,pending-catalog-contract,control-mn-2021-summer-01,2021-08-07T00:00:00Z,2021-08-07T06:00:00Z,candidate_only,replay,uncovered,not_assessed,not_applicable,,,[],null,UncoveredLabel,time_series_or_grid,observed,24,20,"[""2021-08-07T01:30:00Z"",""2021-08-07T01:45:00Z"",""2021-08-07T02:00:00Z"",""2021-08-07T02:15:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,"[""ncei-stormevents-index"",""nws-mpx-events-archive"",""eaglei-2021-42547891-calendar-control-mn-2021-summer-01-27053-20210807t000000""]",unavailable,[],[],"[""Frame-limited Hennepin calendar candidate; not representative across regions."",""EAGLE-I outage coverage has a collection shortfall and is UncoveredLabel; this candidate is not accepted.""]",[]
calendar-control-mn-2022-autumn-01,calendar-control-mn-2022-autumn-01,ordinary_weather,[],[],false,candidate_only,ctrl-calendar-86a512c93542727f,27053,pending-catalog-contract,control-mn-2022-autumn-01,2022-10-07T00:00:00Z,2022-10-07T06:00:00Z,candidate_only,replay,uncovered,not_assessed,not_applicable,,,[],null,UncoveredLabel,time_series_or_grid,observed,24,13,"[""2022-10-07T02:15:00Z"",""2022-10-07T02:30:00Z"",""2022-10-07T02:45:00Z"",""2022-10-07T03:00:00Z"",""2022-10-07T04:15:00Z"",""2022-10-07T04:30:00Z"",""2022-10-07T04:45:00Z"",""2022-10-07T05:00:00Z"",""2022-10-07T05:15:00Z"",""2022-10-07T05:30:00Z"",""2022-10-07T05:45:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,"[""ncei-stormevents-index"",""nws-mpx-events-archive"",""eaglei-2022-42547897-calendar-control-mn-2022-autumn-01-27053-20221007t000000""]",unavailable,[],[],"[""Frame-limited Hennepin calendar candidate; not representative across regions."",""EAGLE-I outage coverage has a collection shortfall and is UncoveredLabel; this candidate is not accepted.""]",[]
calendar-control-mn-2022-spring-01,calendar-control-mn-2022-spring-01,ordinary_weather,[],[],false,candidate_only,ctrl-calendar-a0c6d2546a740089,27053,pending-catalog-contract,control-mn-2022-spring-01,2022-03-07T00:00:00Z,2022-03-07T06:00:00Z,candidate_only,replay,uncovered,not_assessed,not_applicable,,,[],null,covered,time_series_or_grid,observed,24,24,[],null,unavailable,county_outage_5pct_v1,unavailable,,unavailable,,,,"[""ncei-stormevents-index"",""nws-mpx-events-archive"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000""]",available,"[""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 00:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 00:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 00:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 00:45:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 01:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 01:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 01:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 01:45:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 02:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 02:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 02:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 02:45:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 03:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 03:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 03:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 03:45:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 04:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 04:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 04:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 04:45:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 05:00:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 05:15:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 05:30:00"",""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000:27053|2022-03-07 05:45:00""]","[{""county_fips"":""27053"",""end_utc"":""2022-03-07T06:00:00Z"",""receipt_id"":""eaglei-2022-42547897-calendar-control-mn-2022-spring-01-27053-20220307t000000"",""start_utc"":""2022-03-07T00:00:00Z""}]","[""Frame-limited Hennepin calendar candidate; not representative across regions."",""Outage scan is complete, but weather coverage remains unmatched; this candidate is not accepted.""]",[]
ercot-2023-06-heat,heat_southern_plains_202306,extreme_heat,[],"[""ercot-2023-06-heat""]",false,shortfall,ercot-2023-06-heat-48201-20230719t0000,48201,2020 Census county FIPS,ercot-2023-06-heat-replay,2023-07-19T00:00:00Z,2023-07-19T06:00:00Z,shortfall,replay,uncovered,not_assessed,not_applicable,,,[],null,UncoveredLabel,time_series_or_grid,observed,24,22,"[""2023-07-19T03:15:00Z"",""2023-07-19T03:30:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,"[""eia-ercot-202307"",""eaglei-2023-44574907-ercot-2023-06-heat-48201-20230719000000-20230719t000000-20230719t060000""]",available,"[""eaglei-2023-44574907-ercot-2023-06-heat-48201-20230719000000-20230719t000000-20230719t060000:48201-2023-07-19T00:00:00Z""]","[{""county_fips"":""48201"",""end_utc"":""2023-07-19T06:00:00Z"",""receipt_id"":""eaglei-2023-44574907-ercot-2023-06-heat-48201-20230719000000-20230719t000000-20230719t060000"",""start_utc"":""2023-07-19T00:00:00Z""}]","[""County weather coverage and outage coverage unresolved"",""BA demand cannot establish county outage or causality"",""Definitive EAGLE-I acquisition is incomplete for the selected county window; retained as an explicit coverage shortfall.""]","[""Canonical EAGLE-I slice must be reacquired with fixed source feasibility tooling"",""No observed controlled load-shedding record supplied""]"
florence-2018,florence-2018,tropical_cyclone,"[""wind"",""rain"",""inland_flood"",""storm_surge""]","[""nhc:AL062018""]",true,accepted,florence-2018-37129-2018-09-14t12z,37129,Census 2024 county-equivalent FIPS,florence-2018-replay,2018-09-14T12:00:00Z,2018-09-14T18:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Inland New Hanover forecast zone partially covers FIPS 37129 and is not a countywide observation."",""scope_identifier"":""NCZ107"",""source_event_ids"":[""ncei:786760""],""source_window"":{""end_utc"":""2018-09-15T14:00:00Z"",""start_utc"":""2018-09-14T11:15:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,114640,unavailable,,,,"[""nhc-florence-2018-archive"",""ncei-florence-2018-details"",""eaglei-florence-2018-37129-1218z""]",available,"[""eaglei-florence-2018-37129-1218z:37129:2018-09-14 12:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 12:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 12:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 12:45:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 13:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 13:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 13:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 13:45:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 14:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 14:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 14:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 14:45:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 15:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 15:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 15:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 15:45:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 16:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 16:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 16:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 16:45:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 17:00:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 17:15:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 17:30:00Z"",""eaglei-florence-2018-37129-1218z:37129:2018-09-14 17:45:00Z""]","[{""county_fips"":""37129"",""end_utc"":""2018-09-14T18:00:00Z"",""receipt_id"":""eaglei-florence-2018-37129-1218z"",""start_utc"":""2018-09-14T12:00:00Z""}]","[""NHC advisory scope is system/weather evidence, not county outage evidence."",""Zone report is not countywide; no customer denominator is available.""]","[""Texas Uri and Beryl are not recataloged as new events.""]"
ian-2022,ian-2022,tropical_cyclone,"[""wind"",""rain"",""storm_surge"",""inland_flood""]","[""nhc:AL092022""]",true,accepted,ian-2022-12071-2022-09-28t15z,12071,Census 2024 county-equivalent FIPS,ian-2022-replay,2022-09-28T15:00:00Z,2022-09-28T21:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Coastal and inland Lee forecast zones cover portions of FIPS 12071 and are not countywide observations."",""scope_identifier"":""FLZ165,FLZ265"",""source_event_ids"":[""ncei:1058654"",""ncei:1058659""],""source_window"":{""end_utc"":""2022-09-28T20:35:00Z"",""start_utc"":""2022-09-28T19:05:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,414812,unavailable,,,,"[""nhc-ian-2022-archive"",""ncei-ian-2022-details"",""eaglei-ian-2022-12071-1521z""]",available,"[""eaglei-ian-2022-12071-1521z:12071|2022-09-28 15:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 15:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 15:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 15:45:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 16:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 16:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 16:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 16:45:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 17:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 17:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 17:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 17:45:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 18:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 18:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 18:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 18:45:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 19:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 19:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 19:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 19:45:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 20:00:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 20:15:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 20:30:00"",""eaglei-ian-2022-12071-1521z:12071|2022-09-28 20:45:00""]","[{""county_fips"":""12071"",""end_utc"":""2022-09-28T21:00:00Z"",""receipt_id"":""eaglei-ian-2022-12071-1521z"",""start_utc"":""2022-09-28T15:00:00Z""}]","[""NHC advisory scope is system/weather evidence, not county outage evidence.""]","[""Texas Uri and Beryl are not recataloged as new events.""]"
ida-2021,ida-2021,tropical_cyclone,"[""wind"",""rain"",""storm_surge"",""inland_flood""]","[""nhc:AL092021""]",true,accepted,ida-2021-22057-2021-08-29t12z,22057,Census 2024 county-equivalent FIPS,ida-2021-replay,2021-08-29T12:00:00Z,2021-08-29T18:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Upper and lower Lafourche forecast zones partially cover FIPS 22057 and are not countywide observations."",""scope_identifier"":""LAZ059,LAZ067"",""source_event_ids"":[""ncei:978969"",""ncei:978970""],""source_window"":{""end_utc"":""2021-08-30T09:00:00Z"",""start_utc"":""2021-08-29T09:00:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,12721,unavailable,,,,"[""nhc-ida-2021-archive"",""ncei-ida-2021-details"",""eaglei-ida-2021-22057-1218z""]",available,"[""eaglei-ida-2021-22057-1218z:22057|2021-08-29 12:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 12:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 12:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 12:45:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 13:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 13:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 13:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 13:45:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 14:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 14:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 14:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 14:45:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 15:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 15:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 15:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 15:45:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 16:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 16:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 16:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 16:45:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 17:00:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 17:15:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 17:30:00"",""eaglei-ida-2021-22057-1218z:22057|2021-08-29 17:45:00""]","[{""county_fips"":""22057"",""end_utc"":""2021-08-29T18:00:00Z"",""receipt_id"":""eaglei-ida-2021-22057-1218z"",""start_utc"":""2021-08-29T12:00:00Z""}]","[""NHC advisory scope is system/weather evidence, not county outage evidence.""]","[""Texas Uri and Beryl are not recataloged as new events.""]"
idalia-2023,idalia-2023,tropical_cyclone,"[""wind"",""rain"",""storm_surge"",""inland_flood""]","[""nhc:AL102023""]",true,accepted,idalia-2023-12123-2023-08-30t09z,12123,Census 2024 county-equivalent FIPS,idalia-2023-replay,2023-08-30T09:00:00Z,2023-08-30T15:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Coastal Taylor forecast zone partially covers FIPS 12123 and is not a countywide observation."",""scope_identifier"":""FLZ128"",""source_event_ids"":[""ncei:1131846""],""source_window"":{""end_utc"":""2023-08-30T13:00:00Z"",""start_utc"":""2023-08-30T09:45:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,11196,unavailable,,,,"[""nhc-idalia-2023-archive"",""ncei-idalia-2023-details"",""eaglei-idalia-2023-12123-0915z""]",available,"[""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 09:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 09:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 09:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 09:45:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 10:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 10:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 10:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 10:45:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 11:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 11:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 11:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 11:45:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 12:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 12:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 12:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 12:45:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 13:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 13:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 13:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 13:45:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 14:00:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 14:15:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 14:30:00"",""eaglei-idalia-2023-12123-0915z:12123|2023-08-30 14:45:00""]","[{""county_fips"":""12123"",""end_utc"":""2023-08-30T15:00:00Z"",""receipt_id"":""eaglei-idalia-2023-12123-0915z"",""start_utc"":""2023-08-30T09:00:00Z""}]","[""NHC advisory scope is system/weather evidence, not county outage evidence.""]","[""Texas Uri and Beryl are not recataloged as new events.""]"
il-2022-03-05-gradient-wind,sys-2022-03-05-midwest-low,non-tropical high wind,[],"[""1012888""]",false,candidate_only,il-2022-03-05-gradient-wind-17089-0000,17089,TIGER/Line 2024 pending county crosswalk verification,il-2022-03-05-gradient-wind-replay,2022-03-06T00:00:00Z,2022-03-06T06:00:00Z,shortfall,replay,uncovered,not_assessed,not_applicable,,,[],null,UncoveredLabel,time_series_or_grid,observed,24,8,"[""2022-03-06T01:00:00Z"",""2022-03-06T01:15:00Z"",""2022-03-06T01:30:00Z"",""2022-03-06T01:45:00Z"",""2022-03-06T02:00:00Z"",""2022-03-06T02:15:00Z"",""2022-03-06T02:30:00Z"",""2022-03-06T02:45:00Z"",""2022-03-06T03:00:00Z"",""2022-03-06T03:15:00Z"",""2022-03-06T03:30:00Z"",""2022-03-06T03:45:00Z"",""2022-03-06T04:00:00Z"",""2022-03-06T04:15:00Z"",""2022-03-06T04:30:00Z"",""2022-03-06T04:45:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,[],unavailable,[],[],"[""Outside initial Minnesota focus; retained only as an unaccepted expansion candidate.""]",[]
il-2022-04-14-high-wind,sys-2022-04-14-great-lakes-low,non-tropical high wind,[],"[""1015187""]",false,accepted,il-2022-04-14-high-wind-17031-1800,17031,TIGER/Line 2024 pending county crosswalk verification,il-2022-04-14-high-wind-replay,2022-04-14T18:00:00Z,2022-04-15T00:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Zone report establishes occurrence for the named zone only; it is not a countywide measurement or a time series."",""scope_identifier"":""IL Central Cook County zone"",""source_event_ids"":[""1015187""],""source_window"":{""end_utc"":""2022-04-14T20:13:00Z"",""start_utc"":""2022-04-14T19:40:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,,unavailable,,,,"[""ncei-stormevents-2022"",""eaglei-2022-42547897-20220414t180000-20220415t000000""]",available,"[""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 18:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 18:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 18:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 18:45:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 19:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 19:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 19:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 19:45:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 20:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 20:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 20:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 20:45:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 21:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 21:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 21:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 21:45:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 22:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 22:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 22:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 22:45:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 23:00:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 23:15:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 23:30:00Z"",""eaglei-2022-42547897-20220414t180000-20220415t000000:17031:2022-04-14 23:45:00Z""]","[{""county_fips"":""17031"",""end_utc"":""2022-04-15T00:00:00Z"",""receipt_id"":""eaglei-2022-42547897-20220414t180000-20220415t000000"",""start_utc"":""2022-04-14T18:00:00Z""}]","[""Outside initial Minnesota focus; no matched coverage evidence.""]",[]
